SECT,CLASS,COUNTRY,YEARS,SCORES
ASBRD,Barriers to competition,LTU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238]"
ASBRD,Barriers to competition,LUX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587]"
ASBRD,Barriers to competition,LVA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174]"
ASBRD,Barriers to competition,MEX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.024642765522003174, 0.030803456902503967, 0.030803456902503967, 0.030803456902503967, 0.030803456902503967, 0.030803456902503967, 0.030803456902503967, 0.030803456902503967, 0.030803456902503967, 0.030803456902503967, 0.030803456902503967]"
ASBRD,Barriers to competition,MYS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238]"
ASBRD,Barriers to competition,NLD,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0061606913805007935, 0.0061606913805007935, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587]"
ASBRD,Barriers to competition,NOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174]"
ASBRD,Barriers to competition,NZL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587]"
ASBRD,Barriers to competition,PER,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238]"
ASBRD,Barriers to competition,PHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174]"
ASBRD,Barriers to competition,POL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238]"
ASBRD,Barriers to competition,PRT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174]"
ASBRD,Barriers to competition,RUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174]"
ASBRD,Barriers to competition,SGP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587]"
ASBRD,Barriers to competition,SVK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174]"
ASBRD,Barriers to competition,SVN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174]"
ASBRD,Barriers to competition,SWE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174]"
ASBRD,Barriers to competition,THA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.030803456902503967, 0.030803456902503967, 0.030803456902503967, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238]"
ASBRD,Barriers to competition,TUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174, 0.024642765522003174]"
ASBRD,Barriers to competition,USA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASBRD,Barriers to competition,VNM,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587, 0.012321382761001587]"
ASBRD,Barriers to competition,ZAF,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238, 0.01848207414150238]"
ASBRD,Other discriminatory measures,AUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992]"
ASBRD,Other discriminatory measures,AUT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977]"
ASBRD,Other discriminatory measures,BEL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992]"
ASBRD,Other discriminatory measures,BRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.044665012042969465, 0.044665012042969465, 0.044665012042969465, 0.044665012042969465, 0.044665012042969465, 0.044665012042969465, 0.044665012042969465, 0.044665012042969465, 0.044665012042969465, 0.044665012042969465, 0.044665012042969465]"
ASBRD,Other discriminatory measures,CAN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748]"
ASBRD,Other discriminatory measures,CHE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.02481389557942748, 0.02481389557942748, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977]"
ASBRD,Other discriminatory measures,CHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992]"
ASBRD,Other discriminatory measures,CHN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,COL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847]"
ASBRD,Other discriminatory measures,CRI,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.03473945381119847, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977]"
ASBRD,Other discriminatory measures,CZE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.009925558231770992, 0.009925558231770992, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,DEU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASBRD,Other discriminatory measures,DNK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488]"
ASBRD,Other discriminatory measures,ESP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992, 0.009925558231770992]"
ASBRD,Other discriminatory measures,EST,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014888337347656488, 0.014888337347656488, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488]"
ASBRD,Other discriminatory measures,FIN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488]"
ASBRD,Other discriminatory measures,FRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,GBR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488]"
ASBRD,Other discriminatory measures,GRC,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748]"
ASBRD,Other discriminatory measures,HUN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,IDN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,IND,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,IRL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,ISL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.044665012042969465, 0.044665012042969465, 0.044665012042969465, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397]"
ASBRD,Other discriminatory measures,ISR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977]"
ASBRD,Other discriminatory measures,ITA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977, 0.029776674695312977]"
ASBRD,Other discriminatory measures,JPN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.004962779115885496, 0.004962779115885496]"
ASBRD,Other discriminatory measures,KAZ,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,KOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,LTU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488]"
ASBRD,Other discriminatory measures,LUX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.014888337347656488, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
ASBRD,Other discriminatory measures,LVA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748, 0.02481389557942748]"
ASBRD,Other discriminatory measures,MEX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.03473945381119847, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397, 0.03970223292708397]"
ASBRD,Other discriminatory measures,MYS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985, 0.019851116463541985]"
